OBJECTID,URL_PATH,IMAGE_PATH,IMAGE_ALT_,PHOTOCREDI,PAGETITLE,ATT_NAMES_PROC,LASTMODIFI,LATITUDE,LONGTITUDE,ADDRESS,POSTALCODE,OVERVIEW,EXTERNAL_L,META_DESCR,OPENING_HO,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
91,www.yoursingapore.com/en/see-do-singapore/places-to-see/joochiat-katong.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/joochiat-katong-carousel01-rect.jpg,Spend a day exploring heritage shophouses and quaint stores at Joo Chiat/Katong.,,Joo Chiat/Katong: Singapore Peranakan Neighbourhood,Joo Chiat/Katong|如切/加东,2015-10-12T15:49:21.359+08:00,1.30589,103.90448,113 East Coast Road,,"Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in this charming corner of eastern Singapore.",,"Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in Joo Chiat/Katong, a charming corner of eastern Singapore.",,C320AD45AD17F6CE,2017-01-09,35919.6114,32024.3114
92,www.yoursingapore.com/en/see-do-singapore/places-to-see/sentosa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/sentosa-carousel01-rect-norender.jpg,"Get ready for laughs, thrills and loads of fun in the sun at Sentosa Island.",,"Sentosa Island, Singapore: Leisure & Attractions",Sentosa Island|圣淘沙岛,2015-10-12T15:13:28.117+08:00,1.24883,103.82809,33 Allanbrooke Road,,Sentosa Island is Singapore00,http://www.sentosa.com.sg,Sentosa Island is Singapore00,,82152B05319F78C4,2017-01-09,27418.0944,25714.8003
93,www.yoursingapore.com/en/see-do-singapore/places-to-see/chinatown.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/chinatown-carousel01-rect.jpg,"Chinatown, Singapore is a bustling mix of old-world charm and modern delights.",,Chinatown Singapore: History & Culture,Chinatown Singapore|Singapore Chinatown|牛车水,2015-10-12T14:54:36.802+08:00,1.2817,103.843771,2 Banda Street,,Singaporetreet,http://www.chinatown.sg/,Singaporew.chinatown.sg/,,357ABB3D644A29BE,2017-01-09,29163.269,29349.3962
94,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/buddha-tooth-relic-temple-museum.html,,,,Buddha Tooth Relic Temple & Museum in Singapore,Buddha Tooth Relic Temple|佛牙寺,2015-11-02T10:18:49.556+08:00,1.28162,103.84438,288 South Bridge Road,,This Tang-styled Chinese Buddhist temple in Chinatown gets its name from what the Buddhists regard as the Sacred Buddha Tooth Relic.,http://www.btrts.org.sg/,The Buddha Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.,"Daily, 7am Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.",60351D8420176D9C,2017-01-09,29231.0456,29340.5505
95,www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/national-gallery-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/1095-national-gallery-singapore-carousel-01-rec.jpg,,©Darren Soh/National Gallery,National Gallery Singapore,Singapore National Gallery|新加坡国家美术馆,2015-10-23T18:03:40.939+08:00,1.290141,103.851356,1 St Andrew's Road,,Take in the region,http://www.nationalgallery.sg,Take in the regionlgallery.sg,"Effective from 24 November 2015, Sunday to Thursday and  public holidays,10am - 7pm ,Friday to Saturday and  eve of public holidays, 10am - 10pm",F78C1C13360F524A,2017-01-09,30007.4108,30282.7631
96,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/universal-studios-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/universal-studios-singapore-carousel01-rect.jpg,Southeast Asia's first Hollywood movie theme park offers a dizzying selection of entertainment offerings.,,Universal Studios Singaporeywood movie theme park offers a dizzying selection of entertainment offerings.,Universal Studios Singapore|新加坡环球影城,2015-09-29T15:30:43.563+08:00,1.254042,103.823808,"8 Sentosa Gateway, Sentosa Island",,Step into the glamorous world of movies at this world-class theme park located within Resorts World Sentosaapore-carousel01-rect.jpg,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/UniversalStudiosSingapore,Universal Studios Singaporenguage/en-US/Homepage/Attractions/UniversalStudiosSingapore,Open daily at 10am.Closing time varies. Please visit the official website for more information.,2CEF397B4E9D81C5,2017-01-09,26941.5389,26291.1174
97,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/science-centre.html,,Adults and kids of all ages who are not even science buffs will have fun at the Singapore Science Centre.,,Singapore Science Centre,Singapore Science Centre|新加坡科学馆,2015-09-22T10:24:38.376+08:00,1.33295,103.735872,15 Science Centre Road,,This enlightening attraction holds the largest collection of educational materials devoted to science in Singapore.,http://www.science.edu.sg/Pages/SCBHome.aspx,Singapore Science Centre holds the largest collection of educational materials devoted to science in the country.,"Science Centre Singapore Daily, 10am rgest collection of educational materials devoted to science in the country.",6BA91589CAD5F3C9,2017-01-09,17155.207,35016.5698
98,www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/fuk-tak-chi-museum.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/fuk-tak-chi-carousel02-rect.jpg,Marvel at the Fuk Tak Chi Museum's carefully restored architecture in the heart of Chinatown.,Joel Chua DY,Fuk Tak Chi Museum & Places of Interest,Fuk Tak Chi Museum|福德祠博物馆,2015-09-08T15:13:53.486+08:00,1.28292,103.84887,76 Telok Ayer Street,,Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.,http://www.fareastsquare.com.sg/home/index.aspx?key=fuktakchimuseum,Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.,"Daily, 10am Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.",697FB4131D466CAF,2017-01-09,29730.7451,29484.3004
99,www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/katong-antique-house.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/katong-antique-house-carousel01-rect.jpg,Marvel at antiques and heirlooms worthy of any museum collection at the Katong Antique House.,,Katong Antique House Singapore: Peranakan Heritage,Katong Antique House|加东古宅,2015-09-08T14:39:06.950+08:00,1.30726,103.90714,208 East Coast Road,,"Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.",,"Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.","Daily, 11am is fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.",EEE9BA07393BE752,2017-01-09,36215.6407,32175.8076
100,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/chinese-garden.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chinese-garden-carousel01-rect.jpg,"Step back in time to ancient China at the beautiful Chinese Garden, Singapore.",Vincent Chong,Chinese Garden Singapore,Chinese Garden|裕华园,2015-10-02T11:19:38.384+08:00,1.338611,103.73,1 Chinese Garden Road,,A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.,http://www.nhb.gov.sg/resources/virtual-exhibitions-and-tours/walking-through-heritage/chinese-garden,A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.,"Daily, 6am patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.",F6B5F576D5EBDFC7,2017-01-09,16501.7399,35642.5618
101,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/east-coast-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/east-coast-park-carousel03-rect.jpg,"Whether you prefer water sports, rollerblading or cycling, find a myriad of things to do at East Coast Park, Singapore.",Joel Chua DY,East Coast Park Singapore,East Coast Park|东海岸公园,2015-10-02T14:29:32.607+08:00,1.300784,103.912187,Along East Coast Parkway and East Coast Park Service Road,0,"With so many attractions packed into this 15-km stretch of beaches, youd of things to do at East Coast Park, Singapore.",http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=14&Itemid=371,"With so many attractions packed into the 15-km stretch of beaches at East Coast Park, you71",,7857B89E1D54DD1E,2017-01-09,36777.3479,31459.7412
102,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/fort-canning-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/fort-canning-park-carousel01-rect.jpg,"Take a stroll back in time at Fort Canning Park, Singapore - a landmark full of history.",Joel Chua DY,Fort Canning Park,Fort Canning Park|福康宁公园,2015-10-02T14:32:42.018+08:00,1.295382,103.846509,"Bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road",,"Whether youHill Street, Canning Rise, Clemenceau Avenue and River Valley Road",http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th,Whether younparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th,,F169EFB0AF75CC3C,2017-01-09,29467.9781,30862.2827
103,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/singapore-islands/kusu-island.html,,,,"Kusu Island, Singapore",Kusu Island|龟屿,2015-09-09T09:44:33.992+08:00,1.2230965,103.8605232,Kusu Island,,If yousland,http://www.sentosa.com.sg/en/nature/southern-islands/kusu-island/,"Kusu Island lies to the south of Singapore, and has a wonderful mix of local heritage and beach activities.",,986FE9B794D5E201,2017-01-09,31027.7192,22869.3386
104,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/jurong-bird-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/jurong-bird-park-carousel01-rect.jpg,Enjoy close encounters with some of our prettiest and rarest feathered friends at the Jurong Bird Park.,,"Jurong Bird Park, Singapore: Attractions & Things to Do",Jurong Bird Park|裕廊飞禽公园,2015-09-22T10:10:33.155+08:00,1.318706,103.706442,2 Jurong Hill,,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.",http://www.birdpark.com.sg,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.","Daily, 8.30am - 6pm",7A39FA60326C4AE3,2017-01-09,13879.8679,33441.6866
105,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/hortpark.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/hortpark-carousel01-rect.jpg,"Escape the buzz of the city at HortPark, Singapore.",National Parks Board,HortPark,HortPark|园艺公园,2015-09-09T09:47:25.899+08:00,1.279069,103.799724,33 Hyderabad Road,,Lose yourself in this dreamscape of stunning gardens that will make you forget the bustle of city.,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=17&Itemid=73,HortPark is a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.,"Daily, 6am  a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.",E60460B170B57ADD,2017-01-09,24261.1939,29058.496
106,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/adventure-cove.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,Adventure Cove Waterparkntent/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,,Adventure Cove Waterparkntent/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,Adventure Cove Waterpark|水上探险乐园,2015-09-23T19:20:35.693+08:00,1.2573388,103.8195254,"8 Sentosa Gateway, Sentosa Island",,Make a big splash at this aquatic adventure park at Resorts World/recreation-leisure/adventure-cove-carousel01-rect.jpg,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark,Adventure Cove Waterpark/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark,"Daily, 10am ve Waterpark/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark",8745BEC88DC191EB,2017-01-09,26464.9175,26655.6626
107,www.yoursingapore.com/en/see-do-singapore/architecture/modern/lassalle-college-of-the-arts.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/lasalle-college-of-the-arts-carousel01-rect.jpg,Lasalle College of the Arts pushes the boundaries of creativity in architecture.,,Lasalle College of the Arts,Lasalle College of the Arts|拉萨尔艺术学院,2015-09-24T12:37:44.129+08:00,1.3029,103.8516,1 McNally Street,,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,https://www.lasalle.edu.sg,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,"Administration Office Monday to Friday, 9am o a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.",C3B4EB775480D9C4,2017-01-09,30034.5559,31693.5879
